timestamp,log exp request recency,log request recency,gdsf,log time recency,number of observations,time recency,log bhr,exp request recency,log gdsf,exp time recency,request recency,frequency,entropy,log size,size,log exp time recency,log frequency
1422693798,6.82893303295,6.29455036342,6050.1060841,2.49719082146,2047068.82262,358.984659563,17.379088203,230235.075012,1.13715875024,328.391502059,241459.022948,0.0154171903585,12.3028846646,9.2581234766,320931.500768,2.62136895676,7.20996694018
1422693858,6.77201439329,6.24129498411,6562.65664856,2.48386774798,2104951.4748,353.10641772,17.3997499199,209062.007144,0.930406000589,297.29693201,236941.511761,0.0158483843265,12.2677809859,9.16507796025,286972.243173,2.59688239675,7.15885142606
1422693918,6.7955131335,6.30167978644,5812.96287614,2.51901371286,1910861.2623,322.649285311,17.0406426027,217915.904879,1.42794207088,311.921669391,217407.396041,0.0143823347257,12.2886115855,9.23429233679,490805.702511,2.60936335288,7.32703921308
1422693978,6.91254753271,6.43543046874,6071.09970694,2.55383134355,1940377.26863,302.357584468,17.0789675222,211897.227283,1.28622030943,303.249784305,204539.257181,0.0145998220429,12.3385171013,9.18259391583,490828.639701,2.65526543808,7.27108855562
1422694038,6.79290633336,6.33659275465,5902.23364926,2.55698369174,2145473.41703,376.335330199,17.4139032135,241571.69242,1.0960049849,350.097680321,254083.136781,0.0161376203965,12.3853459343,9.2549540992,391676.983054,2.61952050244,7.14755023965
1422694098,6.48790651745,6.02549349702,5908.09097054,2.40196165886,2090374.38602,304.168303377,17.4728368012,209757.247572,1.12930160079,300.2095077,205324.978334,0.0157185169077,12.3968918233,9.30106920102,317162.062486,2.45224885199,7.14166367982
1422694158,7.02516747198,6.47633767169,5495.77662323,2.54655161352,2014682.74523,285.738241605,17.3647740043,206776.228661,1.17413452886,298.482728007,192812.882597,0.0151447782828,12.4001380512,9.26945426659,322841.147947,2.71527323889,7.29254124611
1422694218,7.01666617686,6.46208648825,5507.61910523,2.54315739282,1992538.79291,304.801948586,17.4094306745,204245.091582,1.08786689895,295.85848211,206081.18373,0.0149737079325,12.4002880995,9.24864878672,313922.361615,2.69234346645,7.26634470934
1422694278,7.33143663771,6.74234133432,5350.42672198,2.62694858648,1814514.15486,296.926950267,17.144799876,211108.445371,1.31592520094,302.624717062,202367.384638,0.0136310856381,12.4665898094,9.23036253848,278938.995411,2.86432874677,7.42694286594
1422694338,7.1015825778,6.55134166765,5128.4273253,2.61458529039,2075815.74525,340.841579354,17.2484324982,244374.092369,1.11612387558,348.164490982,233135.193383,0.0155885931751,12.5135528775,9.18227818689,283707.962568,2.80652439676,7.22712322768
1422694398,6.76252565111,6.1898108345,5879.29898792,2.44480657252,2199031.87479,282.435098287,17.4746153669,213281.22369,1.00636815989,303.192476186,192948.875655,0.0165087304019,12.487789093,9.24049176341,297326.443461,2.60210283907,7.1041693998
